"status_published","num_comments","num_shares","num_likes","pos_emo_int","status_typelink","status_typephoto","status_typestatus","status_typevideo","mon","tues","wed","thurs","fri","sat","sun","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
2016-01-11 04:30:00,0.0216110019646365,0,0.0106157112526539,0.000465050994955465,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-11 01:56:00,0.031434184675835,1,0.0817409766454352,0.00520857114350121,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-10 22:55:00,0.031434184675835,0.0104712041884817,0.0229299363057325,0.00146110567142372,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-08 10:30:00,0.0235756385068762,0,0.0781316348195329,0.00373393671586061,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-05 02:45:00,0.0353634577603143,0,0.0651804670912951,0.00467249417840709,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-05 02:44:00,0.00785854616895874,0.00523560209424084,0.0373673036093418,0.000595265273542995,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-05 02:37:00,0.0255402750491159,0.00523560209424084,0.0522292993630573,0.00270406014885014,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-05 02:20:00,0.0589390962671906,0,0.0322717622080679,0.00385569552181258,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-03 06:55:00,0.00982318271119843,0,0.0607218683651805,0.00120913258688421,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-03 04:28:00,0.0157170923379175,0,0.0229299363057325,0.000730552835711858,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-03 04:23:00,0.0157170923379175,0,0.00530785562632696,0.000169109452711078,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-03 04:23:00,0.00392927308447937,0,0.00445859872611465,3.55129850693264e-05,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015-12-31 08:20:00,0.0137524557956778,0.00523560209424084,0.067515923566879,0.0018821882086743,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-29 06:29:00,0.031434184675835,0.00523560209424084,0.0785562632696391,0.00500563980024791,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-28 03:55:00,0.00589390962671906,0,0.0123142250530786,0.000147125223858638,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-28 03:54:00,0,0,0.00955414012738853,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-28 03:40:00,0,0,0.0146496815286624,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-28 02:18:00,0.00392927308447937,0,0.0286624203821656,0.000228297761159956,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-25 04:49:00,0.0216110019646365,0.0157068062827225,0.0450106157112527,0.00197181621861117,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-24 22:26:00,0.00589390962671906,0.00523560209424084,0.0390658174097665,0.000466742089482576,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-24 10:40:00,0,0,0.0218683651804671,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-22 21:38:00,0.0176817288801572,0,0.0641188959660297,0.00229819746234355,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-22 06:46:00,0.0176817288801572,0.0104712041884817,0.0522292993630573,0.00187204164151164,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-21 08:57:00,0,0,0.0248407643312102,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-21 06:57:00,0.0235756385068762,0,0.0110403397027601,0.000527621492458564,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-21 02:03:00,0.0157170923379175,0,0.0673036093418259,0.00214430786037647,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-20 06:04:00,0.0255402750491159,0.00523560209424084,0.0401273885350318,0.0020775096265556,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-20 05:15:00,0.037328094302554,0,0.0407643312101911,0.00308455641745007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-19 09:18:00,0.0157170923379175,0,0.0203821656050955,0.00064938029841054,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-18 06:27:00,0.0216110019646365,0,0.0237791932059448,0.00104171422870024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-18 00:22:00,0.0235756385068762,0,0.0263269639065817,0.00125817432817042,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-17 12:26:00,0.00982318271119843,0,0.0329087048832272,0.000655299129255428,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-16 09:09:00,0.031434184675835,0,0.0354564755838641,0.00225930228822,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-16 04:44:00,0.0255402750491159,0,0.0333333333333333,0.00172576196491655,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-15 11:33:00,0.0137524557956778,0,0.0214437367303609,0.000597801915333661,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-14 06:43:00,0.0392927308447937,0,0.0488322717622081,0.0038895174123548,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-09 09:28:00,0.00982318271119843,0.00523560209424084,0.0288747346072187,0.000574972139217666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-09 01:47:00,0,0,0.0278131634819533,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-07 07:02:00,0.0353634577603143,0,0.0271762208067941,0.00194814089523162,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-05 23:43:00,0.0255402750491159,0,0.0273885350318471,0.00141798276098239,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-02 08:26:00,0.0353634577603143,0.0837696335078534,0.0798301486199575,0.00572266387974289,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-12-02 06:38:00,0.0176817288801572,0.00523560209424084,0.0144373673036093,0.000517474925295899,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-11-30 07:29:00,0.00392927308447937,0.0104712041884817,0.0301486199575372,0.000240135422849731,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-24 02:12:00,0.0235756385068762,0.0104712041884817,0.0225053078556263,0.00107553611924246,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-23 07:49:00,0.00589390962671906,0,0.0186836518046709,0.000223224477578623,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-22 23:39:00,0.0176817288801572,0,0.0104033970276008,0.000372886343227927,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-21 08:01:00,0.0235756385068762,0.0366492146596859,0.223354564755839,0.0106741886551233,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-21 04:13:00,0.0137524557956778,0,0.201273885350318,0.00561105164095357,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-19 20:42:00,0.0451866404715128,0,0.329511677282378,0.0301826551198732,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-19 20:38:00,0.0275049115913556,0.00523560209424084,0.335456475583864,0.0187035054698452,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-16 21:58:00,0.0117878192534381,0,0.26348195329087,0.00629594492443344,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-16 03:07:00,0.0176817288801572,0,0.223779193205945,0.00802086134208644,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-15 20:41:00,0.0196463654223969,0,0.202547770700637,0.00806652089431843,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-11 22:49:00,0.0275049115913556,0.0104712041884817,0.215286624203822,0.0120033889534323,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-11 03:44:00,0,0.00523560209424084,0.375371549893843,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-11 02:22:00,0.0255402750491159,0.00523560209424084,0.201910828025478,0.0104535008193353,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-10 02:11:00,0.0667976424361493,0,0.259660297239915,0.0351595463131603,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-08 07:21:00,0.0255402750491159,0.00523560209424084,0.209554140127389,0.0108492169386792,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-08 00:02:00,0.131630648330059,0.0104712041884817,0.594267515923567,0.158568014976333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-06 21:19:00,0.00196463654223969,0,0.021656050955414,8.62458208826499e-05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-06 20:46:00,0.00589390962671906,0,0.0339702760084926,0.000405862686506588,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-06 00:38:00,0.0294695481335953,0.0157068062827225,0.334394904458599,0.0199760541014961,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-05 03:17:00,0.0176817288801572,0.0104712041884817,0.200636942675159,0.0071913794765386,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-04 03:35:00,0.0275049115913556,0,0.253503184713376,0.0141341680575919,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-04 02:37:00,0.0176817288801572,0.00523560209424084,0.284288747346072,0.010189690073106,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-03 01:46:00,0.0117878192534381,0,0.204458598726115,0.00488557208882305,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-02 20:37:00,0.0491159135559921,0,0.243099787685775,0.0242037904192731,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-02 05:21:00,0.0157170923379175,0.0157068062827225,0.201698513800425,0.00642615920302097,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-01 22:07:00,0.0451866404715128,0.00523560209424084,0.429723991507431,0.0393619162130306,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-01 04:47:00,0.0255402750491159,0,0.201698513800425,0.0104425087049091,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-01 04:28:00,0.0196463654223969,0,0.201910828025478,0.00804115447641177,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-11-01 02:07:00,0.0196463654223969,0,0.206794055201699,0.00823563034702951,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-10-31 23:58:00,0.111984282907662,0,0.241825902335456,0.0548954649918066,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-31 23:46:00,0.00982318271119843,0,0.225265392781316,0.00448562823316135,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-31 06:21:00,0.0196463654223969,0,0.216135881104034,0.00860767114299388,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-30 06:42:00,0.0196463654223969,0.00523560209424084,0.210403397027601,0.00837937338183392,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-30 05:11:00,0.00785854616895874,0,0.202123142250531,0.00321984397961893,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-30 01:34:00,0.0432220039292731,0,0.424416135881104,0.037185477556639,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-30 01:33:00,0.0333988212180747,0.00523560209424084,0.265605095541401,0.0179822536540325,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-29 23:43:00,0.0176817288801572,0,0.20552016985138,0.00736640776009457,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-28 22:33:00,0.0117878192534381,0.00523560209424084,0.284076433121019,0.00678805343182268,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-28 07:42:00,0.00982318271119843,0,0.201273885350318,0.00400789402925255,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-28 06:29:00,0,0,0.000212314225053079,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-28 06:19:00,0,0.0104712041884817,0.406369426751592,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-28 04:32:00,0.00982318271119843,0,0.292356687898089,0.00582159290957887,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-28 04:13:00,0.0255402750491159,0.00523560209424084,0.26411889596603,0.0136741903462178,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-27 19:36:00,0.00589390962671906,0,0.201273885350318,0.00240473641755153,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-27 08:32:00,0.00982318271119843,0,0.260934182590234,0.00519588793454788,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-27 06:38:00,0.0235756385068762,0,0.289384288747346,0.013829771042712,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-27 06:29:00,0.0117878192534381,0,0.202972399150743,0.00485005910375372,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-26 09:41:00,0.0550098231827112,0,0.229299363057325,0.025569349249915,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-25 03:48:00,0.0176817288801572,0,0.21104033970276,0.00756426581976653,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-24 23:37:00,0.0137524557956778,0,0.301273885350318,0.0083988209688957,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-24 09:09:00,0.0117878192534381,0.00523560209424084,0.202547770700637,0.00483991253659106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-24 07:25:00,0.00196463654223969,0,0.116772823779193,0.000465050994955465,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-24 06:55:00,0.0117878192534381,0,0.11656050955414,0.00278523268615146,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-24 03:18:00,0.302554027504912,0.335078534031414,0.242675159235669,0.148834920425547,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-24 03:10:00,0.0196463654223969,0.00523560209424084,0.287898089171975,0.0114656208938111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-23 14:19:00,0.00392927308447937,0,0.376645435244161,0.00300000169109453,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-21 23:51:00,0.0962671905697446,0,0.261146496815287,0.0509611335744834,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-21 23:01:00,0.0275049115913556,0.0209424083769634,0.308067940552017,0.0171764471118642,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-21 02:06:00,0.00589390962671906,0,0.378768577494692,0.00452536895454845,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-21 01:50:00,0.0157170923379175,0.00523560209424084,0.421019108280255,0.0134137617890427,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-20 22:02:00,0.0216110019646365,0,0.558811040339703,0.0244802843744557,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-19 03:14:00,0.0157170923379175,0,0.459872611464968,0.0146516429828878,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-10-16 23:09:00,0.0235756385068762,0.00523560209424084,0.25859872611465,0.0123585188041256,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
