"status_published","num_comments","num_shares","num_likes","num_loves","num_wows","num_hahas","num_sads","num_angrys","pos_emo_int","neg_emo_int","status_typelink","status_typephoto","status_typestatus","status_typevideo","mon","tues","wed","thurs","fri","sat","sun","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
2018-04-08 02:23:00,0.000190566936636494,0,0.0463499420625724,0.0121765601217656,0.00359712230215827,0,0,0,6.94990538271843e-05,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2018-04-05 09:23:00,0.000524059075750357,0,0.0776361529548088,0.015220700152207,0.00359712230215827,0,0,0,0.000317005900569909,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-04-01 05:16:00,0.00476417341591234,0.00876168224299065,0.0702201622247972,0.0350076103500761,0.00359712230215827,0.0318471337579618,0,0,0.00272316004178631,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2018-03-30 08:28:00,0.0121962839447356,0.0230724299065421,0.0271147161066049,0.0273972602739726,0,0,0,0,0.00288688377435996,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-26 08:28:00,0.00824202000952835,0.0137266355140187,0.0305909617612978,0.0243531202435312,0.00359712230215827,0,0.0196078431372549,0,0.0021387665555183,0.00108175030951815,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-23 07:09:00,0.00790852787041448,0.0105140186915888,0.0444959443800695,0.0426179604261796,0,0.00636942675159236,0,0,0.00305060750693362,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-22 01:25:00,9.52834683182468e-05,0,0.0345307068366165,0.0045662100456621,0,0,0,0,2.53938850522404e-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-21 08:40:00,0.000714626012386851,0.000292056074766355,0.0512166859791425,0.0182648401826484,0.00359712230215827,0,0,0,0.000291946145584145,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-21 07:46:00,0.000333492139113864,0.000292056074766355,0.0502896871378911,0.0106544901065449,0.00719424460431655,0.00636942675159236,0,0,0.000130978986058924,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-20 01:54:00,0,0,0.0222479721900348,0,0.00719424460431655,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-20 01:28:00,0,0,0.00417149478563152,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-20 00:15:00,0,0,0.0231749710312862,0,0.00719424460431655,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-19 22:34:00,0,0.000292056074766355,0.0085747392815759,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-17 08:07:00,0.00171510242972844,0.00408878504672897,0.0162224797219003,0.0076103500761035,0,0,0,0,0.000225537794871872,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-17 07:47:00,0.00371605526441162,0.0026285046728972,0.0196987253765933,0.0076103500761035,0,0,0,0,0.000586398266666867,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-12 05:51:00,0.000428775607432111,0,0.031981460023175,0.0106544901065449,0,0,0,0,0.000109009934188071,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-09 07:45:00,0.014292520247737,0.00905373831775701,0.0530706836616454,0.0334855403348554,0.00359712230215827,0.00636942675159236,0,0,0.00628999850142665,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-09 05:55:00,0,0,0.0187717265353418,0.0030441400304414,0.00719424460431655,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-07 13:10:00,0.000666984278227727,0,0.00926998841251448,0.0076103500761035,0,0,0,0,5.26254854701035e-05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-07 06:13:00,0,0,0.0196987253765933,0.0060882800608828,0.00719424460431655,0.00636942675159236,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-07 04:46:00,4.76417341591234e-05,0,0.026882966396292,0.0121765601217656,0.00359712230215827,0,0,0,1.03580320607823e-05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-05 08:32:00,0.000190566936636494,0,0.026882966396292,0.0045662100456621,0,0,0,0,3.97614779107448e-05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-05 02:48:00,0.000381133873272987,0,0.0651216685979143,0.0167427701674277,0.00359712230215827,0,0,0,0.000195131958822479,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-03-02 09:55:00,0.0065269175797999,0.00759345794392523,0.0254924681344148,0.0243531202435312,0.00719424460431655,0,0,0,0.00144193830188083,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-02-28 08:19:00,0.000714626012386851,0.00379672897196262,0.0180764774044032,0.0076103500761035,0.00359712230215827,0,0,0,0.000103997983190919,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-28 01:43:00,0.000524059075750357,0.00175233644859813,0.0141367323290846,0.0060882800608828,0.00359712230215827,0,0,0,5.97257493827365e-05,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-26 08:50:00,0.013911386374464,0.00817757009345794,0.0347624565469293,0.0289193302891933,0.00359712230215827,0.00636942675159236,0,0,0.00412216263012487,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-25 10:13:00,0.00343020485945688,0.00671728971962617,0.0183082271147161,0.015220700152207,0.00359712230215827,0,0,0,0.000535276366495909,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-21 00:19:00,0.00185802763220581,0.0026285046728972,0.0280417149478563,0.0243531202435312,0.00359712230215827,0.00636942675159236,0,0,0.000446314236296449,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-19 00:11:00,0.00862315388280133,0.00613317757009346,0.0465816917728853,0.0502283105022831,0,0.00636942675159236,0,0.032258064516129,0.0035379362088901,0.00113177344521841,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-18 07:15:00,0.0100047641734159,0.00992990654205607,0.0447276940903824,0.045662100456621,0,0.0127388535031847,0,0,0.00391182775327769,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-17 22:30:00,0.000571700809909481,0,0.0602549246813441,0.0167427701674277,0.0143884892086331,0,0,0,0.000271647744045677,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-17 04:15:00,0.0217246307765603,0.0108060747663551,0.0774044032444959,0.0471841704718417,0.00359712230215827,0.00636942675159236,0.0196078431372549,0.129032258064516,0.0139031520661016,0.0142565936745745,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-15 03:47:00,0.000428775607432111,0,0.0971031286210892,0.0350076103500761,0.0107913669064748,0,0,0,0.000332292351111225,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-14 08:23:00,0.0028585040495474,0.00321261682242991,0.0264194669756663,0.0197869101978691,0,0,0,0.032258064516129,0.000636517776638394,0.00037517351775196,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-13 01:16:00,0.011195807527394,0.0134345794392523,0.0377752027809965,0.0289193302891933,0,0.0191082802547771,0,0.032258064516129,0.00357268573580369,0.00146942961119518,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-12 03:28:00,0.0211529299666508,0.0105140186915888,0.058864426419467,0.0639269406392694,0.00719424460431655,0.0509554140127389,0.0588235294117647,0,0.0109781774641633,0.00832885209409352,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-11 05:55:00,0.000524059075750357,0.000876168224299065,0.0173812282734647,0.0030441400304414,0,0,0,0,7.07520415764724e-05,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-10 07:54:00,0.00343020485945688,0.00817757009345794,0.0238702201622248,0.0243531202435312,0,0,0,0,0.000715706602393407,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-09 01:48:00,0.00100047641734159,0.00379672897196262,0.0220162224797219,0.0076103500761035,0,0,0,0,0.000175418284900345,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-08 09:14:00,0.0121486422105765,0.0324182242990654,0.0447276940903824,0.0669710806697108,0.00359712230215827,0.00636942675159236,0,0.032258064516129,0.00504828764188207,0.00159448745044583,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-07 08:35:00,0.00647927584564078,0.014018691588785,0.0338354577056779,0.0228310502283105,0.00719424460431655,0,0.0196078431372549,0,0.00182902798389426,0.000850393306904443,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-06 08:46:00,0.0155788470700333,0.0122663551401869,0.0396292004634994,0.045662100456621,0.00359712230215827,0,0,0,0.00549034171983094,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-05 09:20:00,0.013530252501191,0.0134345794392523,0.0431054461181924,0.0380517503805175,0,0,0,0,0.00500560252588965,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-04 03:25:00,0.00543115769414007,0.00467289719626168,0.0315179606025492,0.015220700152207,0,0.0127388535031847,0,0,0.00139031520661016,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-03 08:34:00,0.00385898046688899,0.00467289719626168,0.0194669756662804,0.0197869101978691,0,0,0,0,0.000656314983077147,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-02 09:24:00,0.013911386374464,0.00992990654205607,0.058864426419467,0.030441400304414,0.0107913669064748,0.00636942675159236,0.0196078431372549,0,0.0066832695896699,0.00182584445305954,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-02 07:08:00,0.000381133873272987,0,0.0567786790266512,0.0213089802130898,0.0143884892086331,0,0,0,0.000173079374435007,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-02 06:01:00,0.00919485469271081,0.00992990654205607,0.0349942062572422,0.0380517503805175,0.00359712230215827,0,0,0,0.00283743252452139,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-28 07:50:00,0.00152453549309195,0.000292056074766355,0.112166859791425,0.0395738203957382,0.0251798561151079,0,0,0,0.00136325067122554,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-28 05:25:00,0.0122915674130538,0.00963785046728972,0.0593279258400927,0.0502283105022831,0,0,0,0,0.00622835150416167,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-26 13:03:00,0.000619342544068604,0,0.015063731170336,0.0015220700152207,0,0,0,0,7.16708992592838e-05,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-26 13:02:00,0.00028585040495474,0,0.0241019698725377,0.0121765601217656,0,0,0,0,5.61338511681104e-05,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-26 08:47:00,0.012339209147213,0.014018691588785,0.041946697566628,0.0334855403348554,0.00359712230215827,0.0127388535031847,0,0,0.0043918891262883,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-25 08:40:00,0.0222963315864697,0.0251168224299065,0.0706836616454229,0.0852359208523592,0,0,0.0196078431372549,0,0.0141126516177826,0.00292635343846529,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-23 09:04:00,0.00619342544068604,0.0148948598130841,0.0373117033603708,0.0350076103500761,0,0,0,0,0.00199809779753155,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-22 09:37:00,0.01195807527394,0.00992990654205607,0.0461181923522596,0.0243531202435312,0,0,0,0.032258064516129,0.00450783225935577,0.0015694758825957,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-22 09:15:00,0,0,0.0129779837775203,0.0015220700152207,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-21 09:10:00,0.0122915674130538,0.0125584112149533,0.0523754345307068,0.0669710806697108,0.00359712230215827,0.00636942675159236,0,0,0.0058188751076943,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-20 23:10:00,0.0117675083373035,0.00992990654205607,0.0482039397450753,0.0502283105022831,0.0107913669064748,0.0127388535031847,0,0.0645161290322581,0.00497244011679182,0.00308892862949114,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-20 09:08:00,0.00424011434016198,0.0116822429906542,0.0254924681344148,0.030441400304414,0.00359712230215827,0,0,0.032258064516129,0.000966471217284281,0.000556507384665408,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-19 09:16:00,0.0162458313482611,0.0119742990654206,0.045422943221321,0.045662100456621,0,0,0,0,0.00643751692577618,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-19 09:06:00,4.76417341591234e-05,0,0.00811123986095017,0,0,0,0,0,2.92363808167241e-06,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-18 08:54:00,0.015054787994283,0.0105140186915888,0.0393974507531866,0.0700152207001522,0.0107913669064748,0,0,0,0.00570159545436092,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-18 05:08:00,4.76417341591234e-05,0.000292056074766355,0.021784472769409,0,0,0,0,0,7.85205656220591e-06,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-17 09:29:00,0.0175321581705574,0.0146028037383178,0.0542294322132097,0.0380517503805175,0,0,0,0,0.00796165122401032,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-16 22:36:00,4.76417341591234e-05,0,0.0143684820393975,0,0,0,0,0,5.17901603039113e-06,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-16 22:13:00,0.00362077179609338,0.00613317757009346,0.0264194669756663,0.0197869101978691,0,0,0,0,0.000806255850408633,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-16 00:53:00,0.00300142925202477,0.00438084112149533,0.0310544611819235,0.0228310502283105,0,0,0,0,0.000784119733504542,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-13 09:18:00,0.0081467365412101,0.0119742990654206,0.026882966396292,0.0273972602739726,0,0,0,0,0.00191406408581262,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-11 09:05:00,0.0219628394473559,0.0137266355140187,0.0834298957126304,0.0487062404870624,0,0,0,0,0.015095328143291,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-10 08:57:00,0.0257265364459266,0.0119742990654206,0.0658169177288528,0.0395738203957382,0,0,0,0,0.0139833432820561,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-02 23:05:00,0.00014292520247737,0,0.00278099652375435,0.0030441400304414,0,0,0,0,3.5083656980069e-06,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-12-26 06:23:00,0.00028585040495474,0.000292056074766355,0.0637311703360371,0.0228310502283105,0.0107913669064748,0,0,0,0.000145346578917429,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-24 10:28:00,0.000571700809909481,0,0.0523754345307068,0.0121765601217656,0.00359712230215827,0.00636942675159236,0,0,0.000234559306666747,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-21 08:14:00,0.000476417341591234,0,0.0674391657010429,0.0273972602739726,0.0107913669064748,0,0,0,0.000258115476353365,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-10 23:28:00,0.000571700809909481,0,0.00556199304750869,0,0,0,0,0,2.4057364786333e-05,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-08 02:37:00,0.000428775607432111,0,0.00347624565469293,0.0015220700152207,0,0,0,0,1.20286823931665e-05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-07 06:41:00,0.000571700809909481,0,0.00741599073001159,0.0015220700152207,0,0,0,0,3.30788765812079e-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-05 01:25:00,0.000476417341591234,0,0.149478563151796,0.0441400304414003,0.00359712230215827,0,0,0,0.000563009162013488,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-04 08:28:00,0.000857551214864221,0,0.161529548088065,0.0471841704718417,0.0323741007194245,0,0,0,0.00109461009777815,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-03 01:40:00,0.000762267746545974,0,0.128389339513326,0.0243531202435312,0.00719424460431655,0,0,0,0.000761816551567212,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017-11-22 22:14:00,0.000333492139113864,0,0.00463499420625724,0.0045662100456621,0,0,0,0,1.34487351756931e-05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-11-21 01:37:00,0.00119104335397808,0,0.0579374275782155,0.0167427701674277,0.0179856115107914,0,0,0,0.000545049670940357,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-11-21 00:22:00,0.0243925678894712,0.00876168224299065,0.080648899188876,0.0410958904109589,0.00719424460431655,0,0,0.032258064516129,0.0160382431908887,0.00320148068481673,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-11-18 22:32:00,0.0337779895188185,0.00876168224299065,0.0864426419466976,0.0684931506849315,0.00719424460431655,0,0.0196078431372549,0,0.0247558636903029,0.00443330040143566,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-11-18 01:23:00,0.0942829919009052,0.219918224299065,0.308922363847045,0.211567732115677,0.0323741007194245,0.0191082802547771,0.156862745098039,0.032258064516129,0.243337571773227,0.111370258744669,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-11-16 00:01:00,0.000809909480705098,0,0.0176129779837775,0,0,0,0,0,0.000107924011472022,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-11-09 00:32:00,0.000524059075750357,0,0.00787949015063731,0.0030441400304414,0,0,0,0,3.30788765812079e-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-11-02 21:22:00,0.000381133873272987,0,0.00417149478563152,0,0,0.00636942675159236,0,0,1.20286823931665e-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-10-30 23:46:00,0.000476417341591234,0,0.00625724217844728,0,0,0,0,0,2.25537794871872e-05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-26 12:02:00,9.52834683182468e-05,0.0154789719626168,0.0250289687137891,0.0136986301369863,0,0,0,0,1.95466088888956e-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-26 11:53:00,4.76417341591234e-05,0,0.033603707995365,0.0015220700152207,0,0,0,0,1.21957474264049e-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-25 22:45:00,0,0.00379672897196262,0.0349942062572422,0.0106544901065449,0,0,0.156862745098039,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-25 22:29:00,0,0.00905373831775701,0.0396292004634994,0,0,0,0.372549019607843,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-24 03:55:00,0.000762267746545974,0,0.0493626882966396,0.0060882800608828,0,0,0,0,0.000290024897701904,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-24 01:20:00,0.000666984278227727,0,0.104519119351101,0.0045662100456621,0.0143884892086331,0,0,0,0.00053093267563171,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-23 03:52:00,0.000714626012386851,0,0.12468134414832,0.0182648401826484,0.0107913669064748,0,0,0,0.000689143262108498,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-23 03:23:00,0.000857551214864221,0.00321261682242991,0.0440324449594438,0.0106544901065449,0.0215827338129496,0,0,0,0.000296206303931725,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-22 00:38:00,0.00119104335397808,0.000292056074766355,0.226882966396292,0.0243531202435312,0.0323741007194245,0.00636942675159236,0,0,0.00207787135090289,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-21 23:43:00,0.00690805145307289,0.00671728971962617,0.0421784472769409,0.0289193302891933,0,0,0,0.032258064516129,0.00243455519686693,0.000906669334567237,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-21 03:19:00,0.000666984278227727,0,0.0971031286210892,0.0060882800608828,0.0179856115107914,0,0,0,0.000494679563418973,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-20 06:37:00,0.000809909480705098,0,0.107068366164542,0.015220700152207,0.0251798561151079,0,0,0,0.000670264913352556,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-20 03:19:00,0.00552644116245831,0.00321261682242991,0.0465816917728853,0.015220700152207,0.00359712230215827,0,0,0,0.00204454187677183,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
